986.134289468038	3191.82545738995	-2.53579188468439	381.293306442467	-14.6705417528501	222.150897386357	283.214722941627	-10.688219995252	4014.04428627204	1567.22246501218	64.5012124232035	602.333945697072	727.144876274196	483.99940845677	377.586133584111	645.89283381017	493.473730331322	595.282748701504	1267.95463971133	-49.930946819205	3031.68425853634	28581.2463268464	319.677679199788	755.957733801925	8008.40077049132	550.821570193194	475.220347105177	424.548050082113	183.399570896374	49.5651229814862	291.349689208767
968.238898270489	2387.66301885576	-13.4059498299921	323.864640161373	-13.0629333749084	221.19552170621	274.867820412701	-6.97314756260721	3329.34263853868	1497.8226608828	-52.046876058248	597.012360214799	728.441819980588	456.124772264566	349.899535926381	648.712151582284	479.271786680831	566.869413747778	1246.99721017969	-72.1810846945154	2544.80179023019	27494.1215927281	314.58434703536	706.747434618033	7704.65780222951	543.220942261025	475.095789293493	401.035341736417	165.500021992452	55.9834938152685	298.719220090508
940.95814059205	2042.28200176881	-4.43965846041147	283.158469171072	18.4300786587401	212.515653928792	304.85095169893	0.275607211408897	2779.73836784491	1405.96153966258	-115.194012447437	579.48120456786	701.479047521455	440.625364706451	337.133988056411	634.107251149208	479.091521970052	539.973503888234	1215.14794879371	-77.3946618639511	2305.56408614131	26730.7180739406	306.062604872446	687.922332731137	7546.04932254151	546.734570573454	457.565767001632	394.257941374485	153.319905679181	51.3800728939596	301.287580057851
931.451280394367	1140.52002667455	16.5512575252983	240.507895452938	72.7363256148801	195.481007739792	391.133157555582	26.687281777778	2049.52862320445	1295.9908662128	-205.317609048037	558.357001731642	728.533158949546	441.208818368392	327.314052460247	644.701542409737	482.662528913171	519.99812487551	1183.16135320267	-88.0165783890361	1857.34178150979	26154.0707576624	306.240677408987	665.283137279204	7362.42537934707	527.072509041545	452.180076890037	386.850138115322	161.356251218224	29.1364465883998	302.037694517026
897.871234953374	957.922213219979	8.5857027612351	220.874240423753	103.296137960317	186.407780839475	503.41855487352	37.8104517838228	1464.2173529227	1168.19726582072	-252.107723437863	554.767015703187	722.633218141547	460.106848725702	312.599906625705	639.319794118356	468.997563682194	497.666485257631	1118.18717222368	-70.3309609653352	1307.48873198835	25731.8968526489	300.289221117846	652.321147916149	7330.10342048347	524.098046508129	431.193936934002	378.305129571323	153.314808414511	42.1262478492772	288.379379035179
848.470936763831	1489.20284627518	-11.3626625981542	186.101315934735	90.5804537829708	176.137157237769	553.911936269839	27.4130108969889	774.051186261204	1099.61900889727	-260.519829211964	552.960585535083	735.127644566039	450.122657561499	311.230788834016	626.228520202736	472.047246828373	470.509370113924	1027.19559909369	-72.3991892167778	939.137111023723	25301.9785385567	285.319377749077	619.638621913854	7349.47334687524	523.75198531808	413.624348637241	361.162002537214	130.831044353189	47.6822370945206	275.235869074277
808.484619858796	2644.75641498461	-7.66942473259542	173.889530291928	54.4116333344027	150.19109748801	627.481136541375	18.2560480708676	92.7228578024806	1043.5076437471	-212.76552521958	539.28130028709	729.557434563912	460.088553083426	318.219312327579	595.063743288536	471.094211634558	459.205640676539	949.958707459957	-32.0822383144996	799.475091070577	24931.50896302	263.384131399044	611.937203548756	7406.37423764867	518.155414452663	389.125656417751	347.831948165502	144.442769211128	32.9681142843951	241.045962705633
789.520013055763	3995.1774753564	-17.1908447740425	160.219322886831	12.6760447209208	140.464962249887	657.043693126908	19.0634801376355	-509.974246141879	1003.13155578037	-135.236455430615	532.349029538177	739.451407657389	463.929959866841	308.718926750943	592.634368383986	454.129435869355	465.434412108692	898.500588430451	-18.147159381635	677.910997914652	24289.9621301153	253.132839617502	595.701557565627	7377.82537117234	499.433461411946	392.489138488052	343.318304649612	134.899594352762	36.9295818422115	207.349111536557
745.562855605685	5378.74241260096	-35.37718214599	188.24478069997	-39.6675203728955	137.006115697062	617.289155108063	-0.434775298772365	-1213.92368001942	962.011125854749	-35.7976366422481	522.225047060422	703.942388925254	452.126304999029	269.871084154239	563.007305404585	436.467901942932	466.002803391348	837.990704551341	15.3990016985335	513.651708333644	23373.337556512	231.778863095707	559.722355315003	7405.63347361166	499.061257445602	394.720076188374	333.92841306263	112.987133040868	49.1991629544846	180.768769536778
721.412871678878	6268.16472604801	-26.6095171053144	255.05583807384	-87.2374172109267	117.052994356301	510.64137545035	2.05998550365985	-1808.40689492194	973.143317097009	14.6333938467724	508.522079684025	698.836270060249	437.937706829095	273.395669858804	547.21360391393	441.336259351722	480.385558556582	757.62701435255	46.2205059881553	317.821825289037	21811.4987815825	232.889528544645	541.318524135043	7350.36396650905	494.679352803422	394.994156824502	318.831282226889	64.9925258000171	39.1257087832696	184.114631317075
