	Mean	Standard Deviation	Mean	Standard Deviation	Mean	Standard Deviation	Mean	Standard Deviation
	Statistics On Rows of [Book9]H-HPDE!Col(B):Col(C34)	Statistics On Rows of [Book9]H-HPDE!Col(B):Col(C34)	Statistics On Rows of [Book1]H-CD18!Col(B):Col(C32)	Statistics On Rows of [Book1]H-CD18!Col(B):Col(C32)	Statistics On Rows of [Book2]H-MiaPaCa!Col(A1):Col(A31)	Statistics On Rows of [Book2]H-MiaPaCa!Col(A1):Col(A31)	Statistics On Rows of [Book8]H-GN!Col(B):Col(W)	Statistics On Rows of [Book8]H-GN!Col(B):Col(W)
749.541	0.758030146716816	0.755809135779539	0.499769284432458	1.12292947907724	0.192893016999411	1.04210997575379	-0.014895102180495	0.558380576618296
750.742	0.68930269004695	0.730644223051775	0.419130120046896	1.05420372898166	0.155475451416448	0.987457193116206	0.00274517030206431	0.580371692317863
751.942	0.629344145054481	0.724092384466942	0.386972678379134	1.02982822126198	0.120052095475286	0.939301769229215	0.0164016144527214	0.608955108415532
753.143	0.530330056485819	0.683807088677569	0.316100620126465	0.98356841918252	0.106550180776911	0.907274919452327	0.0370497350891462	0.594660303197534
754.343	0.456154493537267	0.643249937843345	0.272854862380777	0.967624104008229	0.0803165777336666	0.864476576246875	0.0365890941326271	0.581473539310445
755.542	0.378414600694091	0.616506838588413	0.22427460172383	0.914945378408272	0.0758683557203664	0.853701144402041	0.0552238186538294	0.553082464779488
756.741	0.308313741276357	0.587092478620337	0.191655407580259	0.873182711624024	0.084394498827743	0.839842970641968	0.043890043850127	0.505464541757715
757.94	0.225898479116807	0.537007318274078	0.181839098389204	0.86636495972702	0.0559966812937228	0.813803758037611	0.0310212388310752	0.468080733609122
759.139	0.186560993459076	0.508999427029468	0.191382214625201	0.833812140507181	0.0161383044494537	0.754520632391243	0.0389690325214984	0.4428614247403
760.338	0.136963041665907	0.507813585076856	0.145444315361517	0.788525127599521	0.0326924737429399	0.749807085790742	4.40857854974913E-4	0.443258358665954
761.536	0.0559518443273495	0.497277894778692	0.135853171721596	0.788849745686369	0.00951483567978002	0.720893979982656	-0.0419177904517574	0.414838089754374
762.733	-0.0204430310021922	0.490373726733597	0.0818501504972686	0.768992671103305	-0.0103771836646841	0.710218803046989	-0.0659842167356153	0.41250475694877
763.931	-0.0817803968911526	0.470410881300954	0.0147582076337428	0.731260734414196	-0.0133459596267646	0.686471757273102	-0.0928293909647404	0.36909435997002
765.128	-0.176113264247989	0.478933636100956	-0.0756827890084534	0.690636208093115	-0.0250817608995575	0.695683797690905	-0.145759777761798	0.352699740379568
766.325	-0.261220627384924	0.418154556957982	-0.118533286694897	0.645362456302704	-0.0880766296191494	0.666369358971024	-0.143215355816629	0.312102808788606
767.521	-0.303032199675945	0.399845807267926	-0.182130891023047	0.630009762585088	-0.117548766459284	0.656027891283221	-0.141230519348902	0.299869568179661
768.718	-0.351634831702692	0.379063805645848	-0.237465096725171	0.556739761779226	-0.146485252292158	0.64768592348729	-0.173148526521179	0.272606223192652
769.914	-0.391823749549723	0.399875019589252	-0.315126674286308	0.48319619564334	-0.19606884119377	0.644171618882472	-0.191429159781508	0.273581834227485
771.109	-0.429159187921632	0.366903595138144	-0.323693136220654	0.430193019595417	-0.221041111101406	0.64522271829553	-0.207546033772672	0.266359639937813
772.305	-0.462197658880863	0.358053095421643	-0.375516242288816	0.414706208177558	-0.231290680333636	0.657510389298747	-0.240276086644639	0.284903309858101
773.5	-0.49937375963343	0.339968785882058	-0.440308171498418	0.38003617685296	-0.256698422685718	0.662363160176175	-0.28457808639387	0.320530836306712
774.695	-0.554344127206093	0.343651482086056	-0.489450494050971	0.356215196482789	-0.322439345059036	0.659370932139412	-0.325188709649757	0.388868239201646
775.889	-0.598556135448171	0.296116994976206	-0.526771437199621	0.356160307951968	-0.362567787592906	0.661339617237971	-0.35233399677145	0.454114135379786
777.083	-0.649016907874377	0.279915497167714	-0.639433633531996	0.298321129622918	-0.408134320931743	0.656845819256567	-0.407261823954062	0.517313224546664
778.277	-0.705858972872878	0.270488328137259	-0.702162631782871	0.281078990559147	-0.470666955563167	0.629979405341204	-0.451381580648438	0.599248791990032
779.471	-0.740277290534229	0.242027146052858	-0.706124571198521	0.299219783566784	-0.531040377662318	0.610484471940583	-0.46325044736924	0.662952398162915
780.664	-0.770986621037764	0.238891347708583	-0.722188932729454	0.307263753587229	-0.539269034256455	0.584463636937084	-0.482301862724946	0.694908733828111
781.857	-0.793417218777732	0.242572992599233	-0.738655262356085	0.341272271384017	-0.578182893333847	0.571235092900303	-0.537841540422197	0.690704838083843
783.049	-0.801920318039267	0.240924523069016	-0.726330227513918	0.36643256066801	-0.606702619326719	0.540915108660089	-0.595538782698634	0.616174671349698
784.242	-0.804207820921119	0.219237482158211	-0.72109487893999	0.400200588086756	-0.629653609366284	0.515739211626509	-0.650160356611848	0.448812918062405
785.434	-0.805588545324944	0.202528559048016	-0.738397835179169	0.399025029899859	-0.655095096822282	0.491285807670664	-0.740882361703281	0.311331170162046
786.625	-0.822092895382061	0.209092677248674	-0.740452787281996	0.431829686523963	-0.690354594638804	0.481678385713176	-0.822416666466782	0.234448937206821
787.817	-0.858272062932301	0.215140972822882	-0.740693148604641	0.420776849710948	-0.710877780213581	0.479023669194339	-0.867367430067096	0.225007971239078
789.008	-0.867004392177331	0.222207975846342	-0.729252871504835	0.384995693901877	-0.721887574549772	0.486376884125739	-0.892384543104141	0.226876777325179
790.199	-0.88563078223893	0.215161133860283	-0.71985599797123	0.365616556424886	-0.721584834869313	0.50793247701015	-0.920875402803361	0.224316197366302
791.389	-0.925599497756004	0.202160711606094	-0.74306803645431	0.364142360640782	-0.70769649328531	0.544139269040777	-0.965666014829523	0.247749200697999
792.58	-0.967720214895817	0.217162128360474	-0.774450225875971	0.356319911877289	-0.702080008033692	0.586958287016722	-0.976729549587486	0.255441907300683
793.77	-0.977362655255666	0.219142154058381	-0.784850971436024	0.34291887639406	-0.681235502706986	0.624291433029971	-1.00326148242031	0.260302508675345
794.959	-1.03030350237761	0.21267999591319	-0.808042340803891	0.349746498164439	-0.702087650455065	0.692054788571527	-1.01413795803465	0.279489020920539
796.149	-1.06660916416055	0.244268187562144	-0.874093958886416	0.417928971981551	-0.707579865531383	0.754943363236542	-1.00262326150795	0.262080963012091
797.338	-1.0907638088477	0.263482919532349	-0.868812126370176	0.411320538937661	-0.707101656608092	0.817157701410964	-0.969284766741851	0.232229807478079
798.526	-1.09483512987168	0.247753751339071	-0.859623881901185	0.430833006006341	-0.692165752737864	0.869920274339281	-0.954547059170621	0.210400629659182
799.715	-1.11535322716803	0.257986028259653	-0.900782441627943	0.495163127679232	-0.682901428147287	0.898844390597014	-0.938271408356946	0.196330000186826
800.903	-1.09247098354058	0.262860804668889	-0.903323493124007	0.531726084131499	-0.650050347114701	0.901136006974295	-0.922942422797442	0.190408403072215
802.091	-1.05926550890418	0.275229519431204	-0.834458842409753	0.488843348924409	-0.629206890802238	0.886610486210001	-0.894599536384215	0.199120700172046
803.278	-1.00793885864019	0.281568553551775	-0.818671077480881	0.521321362470139	-0.597079394612435	0.862585794379329	-0.879081948051534	0.2121242460666
804.466	-0.945648762568938	0.273651342234007	-0.783456400164776	0.533846964932878	-0.567581727867658	0.850007365904277	-0.854572354036244	0.223449330404418
805.653	-0.935867258932111	0.263766812080171	-0.730616094348151	0.535859029770014	-0.552599792327843	0.869724408451389	-0.830999056878483	0.229323625296885
806.839	-0.937145899783354	0.264776793561504	-0.71188102676565	0.57065287371019	-0.528115955303293	0.883466954776701	-0.81302497357325	0.238397070065093
808.026	-0.91139337725987	0.268367348864	-0.707343123366802	0.607481102479809	-0.488465324939974	0.908995906438942	-0.819058392343683	0.264068837594236
809.212	-0.908173997349973	0.259028909571063	-0.688240805739101	0.65076012459029	-0.425403939542703	0.935312697279927	-0.771822371264879	0.316495434303608
810.397	-0.914909582067078	0.289788868532064	-0.708252459635417	0.670802507071064	-0.3922969056128	0.980187005487277	-0.740933204396791	0.396988325589805
811.583	-0.860984499799721	0.294032844140215	-0.680722315143902	0.688194589233885	-0.315412867866673	1.01505657895474	-0.702177624193062	0.498036506069406
812.768	-0.786506460388715	0.312569832097737	-0.646559149424207	0.687761449389433	-0.248617564486153	1.07928069542423	-0.676432282893607	0.608937254950865
813.953	-0.750082461754011	0.310210756200902	-0.611231886363808	0.683018358919393	-0.171196658123687	1.13300393720041	-0.632348540864849	0.692317107735204
815.138	-0.664282960010465	0.335505661403831	-0.593216000296995	0.674169942461357	-0.117293471628937	1.1936925856909	-0.631303572806622	0.73377926114873
816.322	-0.574956424220138	0.333439133512567	-0.555600488554331	0.691550005284128	-0.0509012521722071	1.21517478863681	-0.623628203936308	0.737186802327838
817.506	-0.514997094543825	0.326669178393469	-0.546079906472122	0.690406972552534	0.0228148818297567	1.20927120060623	-0.645396389450528	0.697909276149902
818.69	-0.442051628757452	0.340393748585717	-0.493579520668628	0.681507541564848	0.0910798095998393	1.15975227580562	-0.633451285998325	0.622319599694138
819.873	-0.285574436903399	0.344288876746088	-0.454181558054987	0.685547144671349	0.143085964638961	1.09076842570536	-0.660206862938489	0.546178841345205
821.056	-0.124940530704343	0.359313313762211	-0.391609988846397	0.701508889873343	0.201504970054862	0.998402747217062	-0.673507859723551	0.463050571631864
822.239	0.0995741633086783	0.355627171070661	-0.314643623480749	0.705615933868991	0.269726967576873	0.918999360679099	-0.695716438293246	0.381232988206053
823.421	0.420358589713103	0.387607844446889	-0.238081248375778	0.709493680024099	0.34864625493144	0.8543600654708	-0.686394211710097	0.321663222230748
824.604	0.781160656735023	0.41678855258857	-0.159728633198427	0.706785638973752	0.475136011082876	0.828115311833021	-0.70492023240947	0.310327546589474
825.785	1.11275179441615	0.471239900543935	-0.0587833368336654	0.700205250871322	0.619027919649213	0.814156071814798	-0.708968518890726	0.30231673115841
826.967	1.46072612186481	0.525261591661556	0.0183495559347451	0.690367372699737	0.785291253143231	0.849964641469606	-0.716341343576662	0.304479577069116
828.148	1.821439835362	0.586691814156391	0.123757981984525	0.714654507835587	0.958828169544891	0.892257706172929	-0.722618599142987	0.290880755488649
829.329	2.13137638838093	0.634959932319684	0.224025481282296	0.74648100900138	1.12510924506995	0.935979009883183	-0.729410138161177	0.27597256158436
830.51	2.41017411313604	0.691178265813426	0.262753457277802	0.731401932263049	1.2938202602406	1.00036941970969	-0.728853996217974	0.272450817316245
831.691	2.63125090293359	0.723797148614819	0.318184510299533	0.759524316854179	1.40053902007367	1.07315196683986	-0.724020711021298	0.285079709651606
832.871	2.77538487621816	0.753307678332645	0.368180748368953	0.79402053728982	1.50296682601945	1.12699628782618	-0.724300248811377	0.30682388072024
834.051	2.86424909272527	0.779569649440316	0.380294495169598	0.793960062566258	1.56076047664522	1.18118542216588	-0.682820369783204	0.315065595753569
835.23	2.91188506279891	0.814307221024108	0.389765433606374	0.814167914507594	1.59184580419493	1.20638563947862	-0.65488961204079	0.331419945358438
836.41	2.87077187368151	0.800345934322867	0.402878129253716	0.827882535129462	1.5735622875428	1.1933064266575	-0.634059661807477	0.354593391946295
837.589	2.86547603828023	0.807980117728572	0.374663923138461	0.81701401392081	1.5936568567401	1.20618501109174	-0.617937402877255	0.375949819904679
838.767	2.8469450321526	0.807982717820698	0.338188669691322	0.812461641154977	1.57273379488948	1.19870684987729	-0.58351548592497	0.375126370344119
839.946	2.82122278801929	0.794638511710692	0.347187916145618	0.816221431611021	1.58244871867998	1.19929759387816	-0.553570196100875	0.387636968030055
841.124	2.79092765261478	0.79548519226633	0.344960512365468	0.802937824335014	1.5856325917807	1.20136667527645	-0.525172302322446	0.387963523710252
842.302	2.79855684878723	0.807918044304079	0.371582697109008	0.828681582427735	1.59798845590075	1.22394248513572	-0.488335287931796	0.379275309228507
843.479	2.77765687413578	0.816857261074235	0.40992303644812	0.858356346909604	1.59084358191225	1.22197491865776	-0.410833777881542	0.368455623211586
844.656	2.73867276286877	0.81644886309374	0.4317912657503	0.874737175211492	1.574794661079	1.23399765067738	-0.364784344958649	0.368050406922686
845.833	2.66180829886362	0.796729232605926	0.441540740274466	0.899215880054456	1.5539806358471	1.23824457164876	-0.342261907678952	0.361596402692351
847.01	2.56943683802809	0.772875787299442	0.447196004683445	0.923404920531566	1.53085832160887	1.24327703222852	-0.334372958399494	0.367597257808257
848.186	2.47044274283242	0.753566650539087	0.424545615713831	0.909211269981098	1.48607810324309	1.24140418129327	-0.332024601846064	0.391663230230644
849.362	2.36636199909096	0.734788099898918	0.417512631422522	0.933285356791269	1.43256166961768	1.22395028184674	-0.333516354231419	0.396071908075324
850.538	2.25810442923254	0.709284066209598	0.460415650021871	0.947120348997513	1.37529939415895	1.19897363994554	-0.335156462238932	0.385258884993576
851.713	2.15765264850526	0.681401884780866	0.435305358515936	0.935787837150081	1.33096828556527	1.1943072959228	-0.335111074870626	0.402675254853027
852.889	2.03223545827962	0.649063305164054	0.441747533870496	0.964525217860063	1.24509277471465	1.16240514870117	-0.329849296056758	0.411621654604396
854.064	1.86769632603175	0.608556003847101	0.460029013664646	1.02303725217735	1.15484975085508	1.13357418210178	-0.312661525704283	0.418581011648727
855.238	1.65829758345349	0.559792586130197	0.429073652958119	1.02755549584882	1.06700083683162	1.11918311871655	-0.33756857768063	0.421614929748243
856.412	1.50328780002129	0.517438274367302	0.357540340588246	1.06427852065027	0.998730282228518	1.10384932042695	-0.343811579573046	0.437814060669855
857.586	1.34771909479712	0.497471560446661	0.344357762115723	1.03299351150882	0.915486100838786	1.08374762306051	-0.359965001047181	0.432546301373613
858.76	1.23188105341503	0.485992618801711	0.312490849388881	0.99573506527972	0.85558928098979	1.05358318453298	-0.341054726781287	0.425580278560104
859.934	1.13253322858483	0.48410377492016	0.260346389724194	0.949442363372596	0.799682305337218	1.02258851056137	-0.377974653049053	0.413417819624267
861.107	1.05902092526413	0.482788362487144	0.204290483115611	0.879540177351346	0.740432664611071	0.99534983915994	-0.382262895424936	0.404145794586648
862.28	1.0002048916391	0.463531550318341	0.194509908404542	0.8337315913245	0.697133503128221	0.954219693695353	-0.369736117328836	0.376291284668171
863.452	0.966918904830669	0.454589494352338	0.165058749740772	0.792169943458081	0.659875830738256	0.912095925004056	-0.353844816237924	0.352345263900527
864.624	0.923251111047862	0.442507215024698	0.114181227664092	0.733588528894647	0.64649769117775	0.913647545484783	-0.344987581546536	0.377429603414029
865.796	0.903103961161331	0.430296083691448	0.0929766919185839	0.694200326124318	0.637835699809213	0.915782401268098	-0.279342750703102	0.420885186184668
866.968	0.927828952833972	0.416247997121392	0.0960128661821231	0.708730657442127	0.661845786553537	0.923249968561712	-0.201230013031568	0.490380189315017
868.14	0.945798176409156	0.410699346000243	0.0973614419396562	0.683131054726497	0.678751161534624	0.946831855787677	-0.109077267562819	0.586926349966518
869.311	0.946662780314453	0.395740170267943	0.0735090620187731	0.697741254989071	0.689341239725403	0.971117934022824	-0.0128098327895704	0.687955190583944
870.481	0.926269054586361	0.409070716356419	0.113999844055164	0.718710072592778	0.67767397511035	0.96328335606804	0.11814818537789	0.775326281766415
871.652	0.951567334880177	0.416120381612766	0.158110813794008	0.71756530051366	0.697305973326177	0.978323363628916	0.252884908800493	0.857592715994166
872.822	0.923093052107417	0.405012420493234	0.187344150607984	0.676261608621516	0.700814766201819	0.990353815292063	0.36149653841554	0.902882594996342
873.992	0.87912984162194	0.408618353768461	0.220525885735993	0.670735536912353	0.672390522668147	0.965742648985578	0.459233683875075	0.919213834372688
875.162	0.809396969715913	0.402823948333228	0.254373520281111	0.673279837512626	0.652601764456378	0.959947760367999	0.56081977125883	0.907996699800302
876.331	0.741500043384056	0.401138328396295	0.232747399220629	0.623151490381116	0.625773982010464	0.940633604080945	0.615332348414226	0.872169583064603
877.5	0.650656468326702	0.404365995088818	0.239103528376054	0.6409009983037	0.571285082375413	0.906636478094991	0.647751704642431	0.814123745789303
878.669	0.569822937143556	0.383681456938801	0.244427027338576	0.693302301452095	0.53119424402126	0.881654429626073	0.640941644375115	0.754633667063467
879.838	0.496248452755822	0.39834188508384	0.243131676320086	0.680671979784962	0.504314466700603	0.878857225677459	0.613114625710085	0.713933503938576
881.006	0.429958885918345	0.39601089866108	0.263819037186194	0.725908913384179	0.475853978769987	0.859263950285305	0.552939335223229	0.694132016854536
882.174	0.383545860975941	0.356962561029188	0.293479899918111	0.790774260405734	0.454360018636424	0.854329300471864	0.445349452399832	0.665988106279386
883.342	0.302564049823906	0.322831509248293	0.254420346913733	0.797502926103229	0.436482420087902	0.848082631230172	0.317324128058926	0.672752475001576
884.509	0.242397089379646	0.323128452387515	0.25573878763217	0.855845558465357	0.398112539366947	0.820121929425842	0.224086982342371	0.672836857966605
885.676	0.166005136185518	0.301262791918452	0.200477472374709	0.918364865541504	0.353945281828366	0.799700546655969	0.103291371312164	0.648350490080718
886.843	0.0964996810335966	0.298194474556389	0.153132075441752	0.939132427309661	0.316034747519215	0.788168637318387	8.91710253744941E-4	0.637324966550521
888.009	0.0530026135223011	0.305600537144202	0.0943569049985254	0.947588316641437	0.283606543381896	0.775650862649378	-0.0590350226166763	0.639375431583564
889.176	0.0155683855768076	0.317250948614357	0.0468543134590879	0.941005924583541	0.255463116386273	0.759813391306719	-0.130554336565731	0.628207795723651
890.342	-0.0251408638575298	0.308748215253188	0.0106217004122586	0.871306371886609	0.2341868122384	0.736388393920169	-0.206139710464239	0.617479564488192
891.507	-0.0424566976998702	0.320566738719654	-0.0115634679602561	0.812906537622316	0.231986023034749	0.716584626277641	-0.274729619153076	0.608791200992326
892.673	-0.0512076489384821	0.35687522058472	-0.0400180752786723	0.783557952299407	0.205985199062767	0.68813094936919	-0.337065307308031	0.57784576446885
893.838	-0.064735749907415	0.331411182624867	-0.0806099844659689	0.73681845773267	0.18554652330441	0.673412098237075	-0.404050533815913	0.498956032625653
895.002	-0.0729885970956093	0.332085022716632	-0.0882602695718222	0.716251124457778	0.156082043013502	0.66059564442916	-0.455885024046907	0.418571039046299
896.167	-0.0763535759530212	0.314275871309459	-0.133004847510542	0.696753695821915	0.134393089634026	0.666256796512817	-0.496045182835205	0.366070301111588
897.331	-0.0963812018291606	0.338352984061871	-0.141764574576922	0.697526486424918	0.0887799751196185	0.669308624055852	-0.530076113567486	0.311308230564577
898.495	-0.0787280802226484	0.327407899125318	-0.135941623750773	0.707282707148604	0.0647050998149414	0.676910917527663	-0.554938243975325	0.273963423082864
899.659	-0.086965838562781	0.332617467699555	-0.130296223725192	0.720206900697697	0.0565097066148936	0.66526562517514	-0.5799920339864	0.261275190108716
900.822	-0.0769808238424673	0.332145800669276	-0.11590899378656	0.719156887812134	0.0577946488921326	0.665849564515531	-0.592885661168308	0.25798276601653
901.985	-0.0635143481489283	0.331814073784019	-0.10518726286215	0.737961858666145	0.0551765139045722	0.677284289099663	-0.608977143725793	0.260771828246884
903.148	-0.0401303255783809	0.336155710790683	-0.0950178019279466	0.765949317443919	0.0675751674917956	0.688062507294127	-0.61984428143038	0.25401449545077
904.311	-0.0162706330164967	0.350508924846512	-0.0936551006691901	0.765594232756851	0.0977826049624689	0.700252851248794	-0.614074597134042	0.244763422735887
905.473	0.037023856426013	0.362226442356367	-0.0571686016980176	0.774931196613959	0.113757856280216	0.720424439149633	-0.615823012424628	0.242405210936689
906.635	0.0629793918020196	0.346749984119349	-0.0241160379013371	0.803915375888565	0.137302696508938	0.736231986279234	-0.61887402231075	0.225526795632476
907.796	0.114745839878026	0.367736064882615	0.0472931464750612	0.840892635056728	0.150812687284545	0.737074087980326	-0.596326956361368	0.225747630455223
908.958	0.158877118247694	0.352066036475833	0.134126511700301	0.911116489619692	0.177903911278622	0.739023732176938	-0.559376782018942	0.236918751018059
910.119	0.219559150134344	0.368009765940491	0.212373121716383	1.03858743390268	0.21207201744593	0.759434542822031	-0.533778800695405	0.253086730907782
911.28	0.263898117857363	0.36743854716663	0.289536852888016	1.22511010092578	0.237027519574425	0.772938046069898	-0.512415145126149	0.250933178548936
912.44	0.320229972670106	0.362990844543695	0.351371800174318	1.38994904714348	0.275823469293047	0.798931162835557	-0.447193721572633	0.261872110923336
913.6	0.346921988316824	0.369521474631663	0.404207075021122	1.46092297552859	0.315182805382411	0.814947686477077	-0.402358814633196	0.266658317545523
914.76	0.407666191332881	0.366701054416529	0.443550823295504	1.43860670664976	0.382700084226105	0.860201125465985	-0.349348459111165	0.273994223753779
915.92	0.446624695109449	0.346646571662215	0.459924053513223	1.34095975423996	0.399277975675428	0.855725325730962	-0.300907729268041	0.278744822603381
917.08	0.503213758369033	0.353079450146194	0.46860842055917	1.21363450631232	0.439188406831277	0.876403853565595	-0.189684072745222	0.292702081963935
918.239	0.540050930142771	0.358801962608292	0.454418308684791	1.07515136469538	0.463008975223678	0.873257394337139	-0.133729923496029	0.321138925863327
919.397	0.563779981381422	0.377371238132472	0.406226213469244	0.995538935628551	0.52110654230981	0.890309532760413	-0.085721197854015	0.353164318008966
920.556	0.551676847688175	0.37382817534186	0.341879925379352	0.955165786191293	0.491075262159655	0.851069666495154	-0.0145561710615886	0.376729382945775
921.714	0.521846574121733	0.374199159640775	0.291695163938603	0.898214366451737	0.491782871448511	0.826475843118946	0.0422325089144517	0.401825113338642
922.872	0.494218151795579	0.410370857326056	0.282246305745364	0.895834315335467	0.466860510794561	0.770222030641272	0.0611944915865298	0.413084509561128
924.03	0.462754898679678	0.409098498703962	0.269850145805201	0.883371069673625	0.442303427641249	0.738940591957884	0.119194551926968	0.453316154578208
925.187	0.453244490120416	0.385996268692186	0.276347300078239	0.869706752662437	0.384438577837344	0.692969007098101	0.185001330699086	0.472125406967725
926.345	0.45490668136803	0.41176431450948	0.277483808749115	0.833790372148477	0.374384866968594	0.669335761248729	0.262064093665242	0.507533273365511
927.501	0.434236705319485	0.43817338773707	0.279726558520942	0.794634835378424	0.362024782793989	0.639857923947407	0.33466817925985	0.558316595166367
928.658	0.362155896531693	0.42096737748285	0.164742780740742	0.730898468114012	0.33664552313894	0.614273681126597	0.394871793640878	0.637829621182649
929.814	0.31803426932211	0.420624044537183	0.138112431646556	0.694809458296961	0.287555427454921	0.56566010012363	0.457668932388045	0.72301288243114
930.97	0.249998606326832	0.422544710866747	0.0429087578323722	0.659491096802708	0.265990933406765	0.588319646723345	0.522404414733557	0.832576271661843
932.126	0.167388841611127	0.392871915847166	-0.00952591883243234	0.66408521000515	0.21106883570497	0.590020891637286	0.52747487826745	0.922610155337162
933.282	0.110483440871716	0.373219275760193	-0.0604442339344426	0.657972207795249	0.178961456987738	0.609515765471704	0.55479014360737	0.962176403094306
934.437	0.0430269403388052	0.344291473831916	-0.056076319315309	0.652903307202752	0.127229189233735	0.607286505616753	0.590244545113798	0.966019514814562
935.592	-0.0324842054709931	0.331302507060044	-0.133543202608381	0.657761616962111	0.0708065319971706	0.575555279948459	0.595185809462816	0.954174134048153
936.746	-0.0995499382456599	0.32673756042199	-0.143182269805009	0.676641527617007	0.00495655762632867	0.536602648214937	0.613138647998641	0.916937150501318
937.901	-0.162019170706443	0.318215005854635	-0.181163600119375	0.684467286295776	-0.0392401445312715	0.509566582241324	0.650426489111661	0.894799922327892
939.055	-0.229809028878579	0.320590693023127	-0.177367941626595	0.710818936006002	-0.103029420403	0.512068915310685	0.680564087695623	0.877813914484797
940.208	-0.264934658199716	0.320400336628203	-0.179627688796263	0.729997508516373	-0.117285570046993	0.532042754155246	0.696333390358604	0.826006040662502
941.362	-0.29652564754945	0.320333528630374	-0.174515537250363	0.76052247637792	-0.131148445248146	0.556753495131038	0.701092025242576	0.74192211358267
942.515	-0.324625314658063	0.283387263835721	-0.173489173724522	0.813179925733907	-0.148110226325265	0.568068993573913	0.675329256845017	0.653402720251161
